timestamp,session_id,user_message,router_intent,retrieved_projects,similarity_scores,kb_version,fields_used
2026-02-11T04:24:38.474707,1n6f4r,yep ,lead_capture,"[""crown_central"", ""golf_central""]",[],v1.0,all
2026-02-11T04:28:18.201665,quality_1770784093,How many bedrooms are in the villas at Crown Central?,project_query,"[""the_crown"", ""crown_central"", ""the_crown_extension""]",[],v1.0,all
2026-02-11T04:28:21.246437,quality_1770784093,I want to book a visit for a commercial unit in West Cairo.,lead_capture,"[""crown_central"", ""palmet_october"", ""golf_central""]",[],v1.0,all
2026-02-11T04:28:24.839473,quality_1770784093,My name is Sid.,lead_capture,"[""crown_central"", ""palmet_october"", ""hale_town""]",[],v1.0,all
2026-02-11T04:28:28.782399,quality_1770784093,My whatsapp is +20123456789.,lead_capture,"[""crown_central"", ""palmet_october"", ""golf_central""]",[],v1.0,all
2026-02-11T04:28:31.875633,quality_1770784093,"Budget 10m to 20m, buying for investment, next month.",lead_capture,"[""palmet_october"", ""crown_central"", ""hale_town""]",[],v1.0,all
2026-02-11T04:28:35.566548,quality_1770784093,"Yes, confirm to submit.",lead_capture,"[""palmet_october"", ""crown_central"", ""hale_town""]",[],v1.0,all
2026-02-11T04:28:56.388569,quality_1770784132,How many bedrooms are in the villas at Crown Central?,project_query,"[""the_crown"", ""crown_central"", ""the_crown_extension""]",[],v1.0,all
2026-02-11T04:29:00.128503,quality_1770784132,I want to book a visit for a commercial unit in West Cairo.,lead_capture,"[""crown_central"", ""palmet_october"", ""golf_central""]",[],v1.0,all
2026-02-11T04:29:03.292471,quality_1770784132,My name is Sid.,lead_capture,"[""crown_central"", ""palmet_october"", ""the_lane""]",[],v1.0,all
2026-02-11T04:29:06.899419,quality_1770784132,My whatsapp is +20123456789.,lead_capture,"[""crown_central"", ""palmet_october"", ""hale_town""]",[],v1.0,all
2026-02-11T04:29:10.529269,quality_1770784132,I'll go with Crown Central.,lead_capture,"[""crown_central"", ""golf_central"", ""hale_town""]",[],v1.0,all
2026-02-11T04:29:14.609771,quality_1770784132,"Budget 10m to 20m, buying for investment, timeline next month, next step site visit.",lead_capture,"[""crown_central"", ""golf_central"", ""palmet_october""]",[],v1.0,all
2026-02-11T04:29:19.547376,quality_1770784132,"Yes, I confirm these details. Go ahead.",lead_capture,"[""crown_central"", ""golf_central"", ""hale_town""]",[],v1.0,all
2026-02-11T04:31:10.408091,1n6f4r,hi,support_contact,[],[],v1.0,all
2026-02-11T04:31:23.608803,1n6f4r,Am looking for a Commercial property,list_projects,"[""st_88"", ""lakeyard"", ""palm_central""]",[],v1.0,all
2026-02-11T04:31:32.119641,1n6f4r,buying,lead_capture,"[""st_88"", ""crown_central"", ""lakeyard""]",[],v1.0,all
2026-02-11T04:31:43.280207,1n6f4r,Crown Central**: Located in West Cairo (6th of October),project_query,[],[],v1.0,all
2026-02-11T04:31:57.493740,1n6f4r,yepp,lead_capture,[],[],v1.0,all
2026-02-11T04:32:11.969501,1n6f4r,hatson,lead_capture,[],[],v1.0,all
2026-02-11T04:32:21.967564,1n6f4r,76276378258,lead_capture,[],[],v1.0,all
2026-02-11T04:32:35.699381,1n6f4r,confirm,lead_capture,[],[],v1.0,all
2026-02-11T04:32:49.601343,1n6f4r,a million dallar USD,lead_capture,[],[],v1.0,all
2026-02-11T04:33:00.091654,1n6f4r,business use,lead_capture,[],[],v1.0,all
2026-02-11T04:33:08.221669,1n6f4r,immediate,lead_capture,[],[],v1.0,all
2026-02-11T04:33:21.877372,1n6f4r,yep ,lead_capture,[],[],v1.0,all
2026-02-11T04:34:13.543847,1n6f4r,what all properties you have,list_projects,"[""st_88"", ""jirian_palm_hills"", ""hacienda_heneish""]",[],v1.0,all
2026-02-11T04:34:29.662196,1n6f4r,list me all all down,list_projects,"[""st_88"", ""golf_extension"", ""golf_views""]",[],v1.0,all
2026-02-11T04:39:44.578963,refinement_1770784779,what all properties you have,list_projects,"[""st_88"", ""hacienda_heneish"", ""lakeyard""]",[],v1.0,all
2026-02-11T04:39:49.109991,refinement_1770784779,list me all residential ones down,list_projects,"[""village_de_la_capitale"", ""village_avenue"", ""jirian_palm_hills""]",[],v1.0,all
2026-02-11T04:39:52.553869,refinement_1770784779,I want to visit one of these villas.,lead_capture,"[""jirian_palm_hills"", ""village_de_la_capitale"", ""hacienda_heneish""]",[],v1.0,all
2026-02-11T04:43:15.937607,1n6f4r,What all properties you have,list_projects,"[""st_88"", ""hacienda_heneish"", ""lakeyard""]",[],v1.0,all
2026-02-11T04:43:30.734997,1n6f4r,residencial,list_projects,"[""village_de_la_capitale"", ""p_x"", ""the_village""]",[],v1.0,all
2026-02-11T04:49:03.052675,4zldnb,what all properties you have,list_projects,"[""st_88"", ""hacienda_heneish"", ""lakeyard""]",[],v1.0,all
2026-02-11T04:49:16.878644,4zldnb,list me all residential ones down,list_projects,"[""village_de_la_capitale"", ""village_avenue"", ""jirian_palm_hills""]",[],v1.0,all
2026-02-11T04:51:35.082733,4zldnb,list me all residential properties,list_projects,"[""village_de_la_capitale"", ""village_avenue"", ""jirian_palm_hills""]",[],v1.0,all
2026-02-11T04:52:45.993498,4zldnb,list me all residential properties,list_projects,"[""village_de_la_capitale"", ""village_avenue"", ""jirian_palm_hills""]",[],v1.0,all
2026-02-11T04:53:08.248643,4zldnb,All regions,list_projects,[],[],v1.0,all
2026-02-11T04:57:33.325212,4zldnb,list me all residential properties,list_projects,[],[],v1.0,all
2026-02-11T04:57:51.666551,4zldnb,I want a site visit to Palm Hills October,lead_capture,"[""palm_hills_october"", ""jirian_palm_hills"", ""palm_valley""]",[],v1.0,all
2026-02-11T04:58:21.993207,4zldnb,"John Doe, 0123456789, Tomorrow at 10 AM",lead_capture,"[""palm_hills_october"", ""palm_valley"", ""palm_parks""]",[],v1.0,all
2026-02-11T05:03:17.259737,4zldnb,Villa in Badya starting 10M,pricing,[],[],v1.0,all
2026-02-11T05:04:45.970001,4zldnb,list me all residential properties,list_projects,"[""village_de_la_capitale"", ""village_avenue"", ""jirian_palm_hills""]",[],v1.0,all
2026-02-11T05:05:25.023754,4zldnb,All,list_projects,[],[],v1.0,all
2026-02-11T05:07:24.284062,1n6f4r,Hi,support_contact,[],[],v1.0,all
2026-02-11T05:07:40.204935,1n6f4r,what all properties you have,list_projects,"[""st_88"", ""hacienda_heneish"", ""lakeyard""]",[],v1.0,all
2026-02-11T05:07:48.851932,1n6f4r,Looking for residential property,list_projects,"[""village_de_la_capitale"", ""p_x"", ""the_village""]",[],v1.0,all
2026-02-11T05:07:56.196821,1n6f4r,list me all all you have,list_projects,"[""village_de_la_capitale"", ""village_avenue"", ""jirian_palm_hills""]",[],v1.0,all
2026-02-11T05:08:25.055794,1n6f4r,"is that all you have

I heard you have about 45 projects ?",list_projects,"[""village_de_la_capitale"", ""the_village"", ""village_avenue""]",[],v1.0,all
2026-02-11T05:10:51.425322,4zldnb,tell me about Village de la Capitale pricing,pricing,[],[],v1.0,all
2026-02-11T05:11:16.816409,4zldnb,what residential projects do you have in the New Administrative Capital?,list_projects,[],[],v1.0,all
2026-02-11T05:11:36.833270,4zldnb,tell me about Village de la Capitale in the New Administrative Capital,project_query,[],[],v1.0,all
2026-02-11T05:11:55.595437,4zldnb,list all residential projects you have across all regions,list_projects,[],[],v1.0,all
2026-02-11T05:12:10.248187,4zldnb,do you have any information on Village de la Capitale?,project_query,[],[],v1.0,all
2026-02-11T05:12:26.022650,4zldnb,tell me about Village Avenue pricing,pricing,[],[],v1.0,all
2026-02-11T05:12:47.801393,4zldnb,tell me about Village Gardens Katameya pricing,pricing,[],[],v1.0,all
2026-02-11T05:13:06.916810,4zldnb,tell me about Village Avenue pricing,pricing,[],[],v1.0,all
2026-02-11T05:13:26.539356,4zldnb,tell me about Jirian Palm Hills pricing,pricing,[],[],v1.0,all
2026-02-11T05:13:45.001545,4zldnb,what projects have 'Village' in their name?,list_projects,[],[],v1.0,all
2026-02-11T05:14:04.607642,4zldnb,tell me about Village de la Capitale,project_query,[],[],v1.0,all
2026-02-11T05:14:24.334436,4zldnb,list me all all you have,list_projects,[],[],v1.0,all
2026-02-11T05:14:40.285656,4zldnb,do you have any commercial projects called Village de la Capitale?,project_query,[],[],v1.0,all
2026-02-11T05:14:57.044693,4zldnb,tell me about Capital Gardens pricing,pricing,[],[],v1.0,all
2026-02-11T05:15:13.264346,4zldnb,what are all the projects in the New Administrative Capital?,list_projects,[],[],v1.0,all
2026-02-11T05:15:31.288486,4zldnb,tell me about Village de la Capitale pricing,pricing,[],[],v1.0,all
2026-02-11T05:16:01.532005,4zldnb,tell me about Capital Gardens pricing,pricing,[],[],v1.0,all
2026-02-11T05:23:55.911832,4zldnb,Tell me about villas in Badya,project_query,[],[],v1.0,all
2026-02-11T05:24:42.829064,4zldnb,Tell me about villas in Badya,project_query,[],[],v1.0,all
2026-02-11T05:26:20.141570,4zldnb,Tell me about villas in Badya,project_query,[],[],v1.0,all
2026-02-11T06:04:32.696568,1n6f4r,hi,support_contact,[],[],v1.0,all
2026-02-11T06:04:46.280399,1n6f4r,what all properties do you have,list_projects,"[""st_88"", ""hacienda_heneish"", ""lakeyard""]",[],v1.0,all
2026-02-11T06:05:02.949723,1n6f4r,residential,list_projects,"[""village_de_la_capitale"", ""p_x"", ""the_village""]",[],v1.0,all
2026-02-11T06:06:45.036053,1n6f4r,is taht all you have ?,list_projects,"[""village_de_la_capitale"", ""village_avenue"", ""jirian_palm_hills""]",[],v1.0,all
2026-02-11T06:07:04.298043,1n6f4r,"I want Jirian Palm Hills

Location: 6th of October / West Cairo",lead_capture,[],[],v1.0,all
2026-02-11T06:07:22.131587,1n6f4r,yep ,lead_capture,[],[],v1.0,all
2026-02-11T06:08:13.188907,1n6f4r,andrea,lead_capture,[],[],v1.0,all
2026-02-11T06:08:24.863991,1n6f4r,72653733286,lead_capture,[],[],v1.0,all
2026-02-11T06:08:37.172738,1n6f4r,callback,lead_capture,[],[],v1.0,all
2026-02-11T06:12:15.639694,1n6f4r,yepp,lead_capture,[],[],v1.0,all
2026-02-11T06:18:03.052135,1n6f4r,Hi,support_contact,[],[],v1.0,all
2026-02-11T06:18:18.026395,1n6f4r,what are all properties that you have],list_projects,"[""st_88"", ""hacienda_heneish"", ""lakeyard""]",[],v1.0,all
2026-02-11T06:18:28.432190,1n6f4r,residential,list_projects,"[""village_de_la_capitale"", ""p_x"", ""the_village""]",[],v1.0,all
2026-02-11T06:18:55.124694,1n6f4r,tell me in P/X,project_query,[],[],v1.0,all
2026-02-11T06:19:12.234832,1n6f4r,list me all,list_projects,[],[],v1.0,all
2026-02-11T06:19:30.120744,1n6f4r,is all the property ups have now >??,list_projects,[],[],v1.0,all
2026-02-11T06:19:40.546420,1n6f4r,is that it ?,list_projects,[],[],v1.0,all
2026-02-11T06:19:52.835459,1n6f4r,"I wnat 6th of October, West Cairo",lead_capture,[],[],v1.0,all
2026-02-11T06:20:08.244306,1n6f4r,yep,lead_capture,[],[],v1.0,all
2026-02-11T06:20:25.930254,1n6f4r,villa & a Millon USD,lead_capture,[],[],v1.0,all
2026-02-11T06:20:40.381187,1n6f4r,call back,lead_capture,[],[],v1.0,all
2026-02-11T06:20:52.397673,1n6f4r,steve,lead_capture,[],[],v1.0,all
2026-02-11T06:21:07.584872,1n6f4r,72566372873,lead_capture,[],[],v1.0,all
2026-02-11T06:21:19.486869,1n6f4r,yes,lead_capture,[],[],v1.0,all
2026-02-11T07:03:21.237069,1n6f4r,hi,support_contact,[],[],v1.0,all
2026-02-11T07:11:35.042204,1n6f4r,hi,support_contact,[],[],v1.0,all
2026-02-11T07:13:20.173588,1n6f4r,hi,support_contact,[],[],v1.0,all
2026-02-11T07:13:32.145257,1n6f4r,Am looking for commercial properties,list_projects,"[""st_88"", ""lakeyard"", ""palm_central""]",[],v1.0,all
2026-02-11T07:33:20.335271,1n6f4r,hi,support_contact,[],[],v1.0,all
2026-02-11T07:33:43.216783,1n6f4r,am looking for Residential properties,list_projects,"[""village_de_la_capitale"", ""p_x"", ""the_village""]",[],v1.0,all
2026-02-11T07:34:13.813997,1n6f4r,new capital,list_projects,[],[],v1.0,all
2026-02-11T07:35:00.337859,1n6f4r,hental,list_projects,[],[],v1.0,all
2026-02-11T07:35:39.362003,1n6f4r,tell me about the property more,project_query,[],[],v1.0,all
2026-02-11T07:35:55.798377,1n6f4r,what all properties you have list me,list_projects,[],[],v1.0,all
2026-02-11T07:36:23.040483,1n6f4r,list me hat else you have,list_projects,[],[],v1.0,all
2026-02-11T16:37:13.474284,1n6f4r,hi,support_contact,[],[],v1.0,all
2026-02-11T18:51:14.895134,1n6f4r,Hi,support_contact,[],[],v1.0,all
2026-02-11T18:51:40.695453,1n6f4r,Am looking for properties,list_projects,"[""st_88"", ""hacienda_heneish"", ""lakeyard""]",[],v1.0,all
2026-02-11T18:51:57.727456,1n6f4r,East Cairo maybe,list_projects,"[""village_gardens_katameya"", ""97_hills"", ""the_village""]",[],v1.0,all
2026-02-11T18:52:20.174870,1n6f4r, I want commercial property,list_projects,"[""palmet_new_cairo"", ""village_gate_mall""]",[],v1.0,all
2026-02-11T18:52:46.369378,1n6f4r,office space,list_projects,[],[],v1.0,all
2026-02-11T19:05:23.281464,1n6f4r,hi,support_contact,[],[],v1.0,all
2026-02-11T19:05:50.925116,1n6f4r,List me all the Commercial Properties you have,list_projects,"[""st_88"", ""lakeyard"", ""crown_central""]",[],v1.0,all
2026-02-11T19:11:46.518708,1n6f4r,AM looking for the commercial properties,list_projects,"[""st_88"", ""lakeyard"", ""palm_central""]",[],v1.0,all
2026-02-11T19:22:18.527674,1n6f4r,hi,support_contact,[],[],v1.0,all
2026-02-11T19:22:37.968162,1n6f4r,list me Commercial Properties ,list_projects,"[""st_88"", ""lakeyard"", ""palm_central""]",[],v1.0,all
2026-02-11T19:29:11.204415,1n6f4r,hi,support_contact,[],[],v1.0,all
2026-02-11T19:29:38.437766,1n6f4r,list me all all all the Commercial properties you have,list_projects,"[""st_88"", ""lakeyard"", ""palm_central""]",[],v1.0,all
2026-02-11T19:34:55.156952,1n6f4r,hi,support_contact,[],[],v1.0,all
2026-02-11T19:35:18.623389,1n6f4r,"List me all all the Commercial properties you have 

and Am from India",list_projects,"[""st_88""]",[],v1.0,all
2026-02-11T19:57:20.991142,1n6f4r,hi,support_contact,[],[],v1.0,all
2026-02-11T19:57:40.111457,1n6f4r,"Am from India

looking for Commercial properties",list_projects,"[""st_88"", ""lakeyard"", ""palm_central""]",[],v1.0,all
2026-02-11T19:58:04.688143,1n6f4r,"west cairo maybe

",list_projects,"[""crown_central"", ""palmet_october"", ""hale_town""]",[],v1.0,all
2026-02-11T20:00:13.402783,1n6f4r,"Palmet October, for Office space",project_query,"[""palmet_october"", ""palm_central"", ""crown_central""]",[],v1.0,all
2026-02-11T20:02:16.190880,1n6f4r,Am planning for an Investment,lead_capture,[],[],v1.0,all
2026-02-11T20:03:31.253760,1n6f4r,I have a Budget of 1 Million USD,lead_capture,[],[],v1.0,all
2026-02-11T20:04:42.928318,1n6f4r,Am Sid & here is my number 9365475375,lead_capture,[],[],v1.0,all
2026-02-11T20:13:44.248848,1n6f4r,hi,support_contact,[],[],v1.0,all
2026-02-11T20:14:13.444840,1n6f4r,Am form India Looking for Commercial Properties,list_projects,"[""st_88"", ""lakeyard"", ""palm_central""]",[],v1.0,all
2026-02-11T20:14:34.211427,1n6f4r,office space for investment,list_projects,[],[],v1.0,all
2026-02-11T20:14:46.895669,1n6f4r,West Cairo  maybe,list_projects,[],[],v1.0,all
2026-02-11T20:15:14.401203,1n6f4r,I have a Budget of 1 Million USD,lead_capture,[],[],v1.0,all
2026-02-11T20:15:40.313228,1n6f4r,"Palm Central, Sheikh Zayed would work",lead_capture,[],[],v1.0,all
2026-02-11T20:15:59.499817,1n6f4r,Am Sid & here is my number 9365475375,lead_capture,[],[],v1.0,all
2026-02-11T20:16:20.337625,1n6f4r,yepp,lead_capture,[],[],v1.0,all
2026-02-11T20:38:58.759188,1n6f4r,"Hi 

Am Johnsonno, looking for Villa in West Cairo",list_projects,"[""jirian_palm_hills"", ""p_x"", ""bamboo_iii""]",[],v1.0,all
2026-02-11T20:43:10.144854,1n6f4r,"A range of 500K, Immediate for investment",lead_capture,[],[],v1.0,all
2026-02-11T20:43:42.035065,1n6f4r,Am telling you in 500K USD,lead_capture,[],[],v1.0,all
2026-02-11T20:44:32.178908,1n6f4r,sure,lead_capture,[],[],v1.0,all
2026-02-11T20:45:07.700544,1n6f4r,367547627654,support_contact,[],[],v1.0,all
2026-02-11T20:45:30.979993,1n6f4r,my last name is Matt,lead_capture,[],[],v1.0,all
2026-02-11T20:46:11.837736,1n6f4r,perfect,lead_capture,[],[],v1.0,all
2026-02-12T11:30:10.171082,e1z8c,Villa in Badya starting 10M,pricing,[],[],v1.0,all
2026-02-12T17:59:10.032141,jraxal,Payment plans for The Crown,pricing,"[""the_crown"", ""the_crown_extension"", ""crown_central""]",[],v1.0,all
2026-02-12T19:28:50.580807,jraxal,I am interested in a villa in Badya and am planning for coming March. My name is Sid and my number is 01012345678.,lead_capture,[],[],v1.0,all
2026-02-12T19:29:31.305911,jraxal,Yes,lead_capture,[],[],v1.0,all
2026-02-12T19:30:18.610289,jraxal,My budget is 15 million EGP.,lead_capture,[],[],v1.0,all
2026-02-12T19:31:17.610837,jraxal,Correct,lead_capture,[],[],v1.0,all
2026-02-12T19:32:31.248978,jraxal,I am interested in a villa in Badya and am planning for coming March. My name is Sid and my number is 01012345678.,lead_capture,[],[],v1.0,all
2026-02-12T19:33:51.995554,jraxal,Budget is 20 million EGP and it's for personal use.,lead_capture,[],[],v1.0,all
2026-02-12T19:35:27.718997,jraxal,Which year is that March in?,project_query,[],[],v1.0,all
2026-02-12T19:36:23.627554,jraxal,"Yes, that's correct. March 2026.",lead_capture,[],[],v1.0,all
2026-02-12T19:39:33.955597,jraxal,I am interested in a villa in Badya and am planning for coming March. My name is Sid and my number is 01012345678.,lead_capture,[],[],v1.0,all
2026-02-12T19:39:58.175352,jraxal,My budget is 20 million EGP and it is for personal use.,lead_capture,[],[],v1.0,all
